,type,score,title,seasons,image,link,generos,pais,tags,fecha,duracion,sinopsis,audio,subtítulos
67,SERIE,7.9,Furia,Serie completa,https://static.filmin.es/images/media/36795/4/card_0_3_550x310.jpg,https://www.filmin.es/serie/furia,Drama,Noruega,"1 Serielizados, Serielizados 2021, Series Thriller, Cine Nórdico, Neo Fascismo, Terrorismo, Racismo, Neo-noir, Espionaje, Grandes éxitos en subscripción en FilminCAT, Series nórdicas, Subtítulos en inglés",2021.0, Serie completa ,"Dos personas distintas, cuatro identidades diferentes. Juntos deberán trabajar en equipo para frustar los planes de una célula terrorista de extrema derecha que planea un salvaje atentado.

Ragna es una agente encubierta que ha penetrado en una célula terrorista de extrema derecha empeñada en llevar a cabo una atrocidad de dimensiones desconocidas en Europa. En otro lugar, el exoficial de operaciones especiales Asgeir vive tranquilo en una apacible localidad al oeste de Noruega, tras haber escapado de las alcantarillas rusas y adquirir una nueva identitdad. Cuando sus dos universos chocan, deberán enfrentarse a una carrera contrarreloj para evitar que ocurra una catástrofe en suelo alemán.","Varios
Español","Español
Inglés
Catalán"
68,SERIE,7.9,Enemiga del pueblo,Serie completa,https://static.filmin.es/images/media/42270/4/card_0_3_550x310.jpg,https://www.filmin.es/serie/enemiga-del-pueblo,Thriller,Finlandia,"1 Festival de la Fiction TV, Estreno exclusivo, Series nórdicas, Periodismo, Conspiración, Asesinato, Mini Series, Fake News, Grandes éxitos en suscripción",2021.0, Serie completa ,"Un drama criminal rodado entre Finlandia y Barcelona que explora temas tan actuales como los peligros de las fake news, el reverso oscuro de las criptomonedas y el imprescindible trabajo de los periodistas comprometidos con la verdad.

Una periodista que se convierte en la enemiga del pueblo cuando escribe críticamente sobre un exjugador de fútbol adorado en una ciudad finlandesa. El héroe, que parece estar involucrado en chanchullos de criptomonedas, aparece muerto en su casa de Barcelona, concretamente en su piscina a orillas del Mediterráneo. Por consiguiente, la periodista se convierte en el objetivo de una feroz campaña de acoso y desprestigio. Buscando la verdad, Katja arriesga, no solo su reputación, sino también su vida.","Varios
Español","Español
Catalán"
69,SERIE,8.2,La Lección,1 Temporada,https://static.filmin.es/images/media/40740/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/la-leccion,Drama,Israel,"2 CannesSeries, Estreno exclusivo, Cine Político, Conflicto Palestino-israelí, Conflicto Oriente Medio, Profesor y alumno, Profesores al límite, En las aulas, Medios de Comunicación",2022.0, 1 Temporada ,"Mejor Serie y Mejor Interpretación en CannesSeries, el mayor festival de series del mundo.

Una discusión política entre Amir, un profesor de 43 años, y Lian, una estudiante de 17 años, se convierte en un conflicto emocional que estalla más allá del aula. En una lucha por la justicia, tanto Amir como Lian no se darán por vencidos, incluso cuando las cosas se salgan de control y cobren un precio devastador que cambiará sus vidas para siempre.

Los seis episodios siguen el efecto dominó de su desacuerdo desde la clase a toda la escuela, después a toda la comunidad, a los medios de comunicación y a la explosiva realidad política a la que Israel enfrenta hoy. A medida que la pelea se intensifica, la serie indaga en lo que se esconde tras la superficie para revelar las heridas en los corazones de ambos protagonistas.","Hebreo
Español","Español
Catalán"
70,SERIE,7.9,Un secreto real,Serie completa,https://static.filmin.es/images/media/41453/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/un-secreto-real,Drama,Suecia,"1 Premios Emmy, Otros 1 premios o nominaciones, Estreno exclusivo, Mini Series, Series de época, Series nórdicas, Basada en hechos reales, Cine de Época, Drama de Época, Monarquía, Bisexualidad, LGTBI+, Escándalo Sexual, Juicios, Alta Sociedad, Nazismo, II Guerra Mundial, Infidelidad, Discriminación Sexual, Directoras, Cine Gay",2021.0, Serie completa ,"La increíble historia real de un amor que tuvo que ocultarse al público a toda costa, pero que finalmente salió a la luz y se convirtió en uno de los peores errores judiciales y escándalos políticos de Suecia.

Año 1932. En un último intento por salvar su restaurante, el ex estafador Kurt Haijby pide una audiencia privada con el rey Gustavo V de Suecia. Para gran sorpresa de su esposa Anna, el Rey se la concede. Lo que comienza como un encuentro formal entre el restaurador y el monarca pronto se convierte en una velada romántica llena de pasión, pero cuando la inocente aventura se convierte en una relación secreta, los asesores de Gustavo V harán todo lo posible para ocultar el asunto.","Español
Sueco","Español
Catalán"
71,SERIE,6.3,The Control Room,Serie completa,https://static.filmin.es/images/media/41271/7/card_0_3_550x310.jpg,https://www.filmin.es/serie/the-control-room,Drama,Reino Unido,"Estreno exclusivo, Mini Series, Series Thriller, Thriller Psicológico, Pocos Personajes y Localizaciones, Mundo laboral, Series Británicas",2022.0, Serie completa ,"El thriller revelación de BBC que nadie ha querido perderse en Reino Unido. Del galardonado equipo detrás de la serie ""Sherlock"", presentamos este thriller de alto voltaje que sigue a Gabe, un hombre que trabaja en el Servicio de Emergencias de Ambulancias en Glasgow. Su mundo se pone patas arriba cuando recibe una llamada desesperada de una mujer que parece conocerle. Actuando bajo presión para averiguar quién es, Gabe toma una decisión que amenaza con tener consecuencias devastadoras.","Español
Inglés","Español
Catalán"
72,SERIE,8.0,We Are Who We Are,Serie completa,https://static.filmin.es/images/media/41994/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/we-are-who-we-are,Thriller,Italia,"1 Festival de San Sebastián, Otros 1 premios o nominaciones, Mini Series, Infancia y Adolescencia, Teen Angst, Choque cultural, Vida en el Ejército, Primer amor, Cool Movies, Despertar Sexual, LGTBI+, Despertar Sexual LGTBI+",2020.0, Serie completa ,"Luca Guadagnino, el director de ""Call me by your name"" y ""Cegados por el Sol"", se estrena en el universo seriéfilo con ""We Are Who We Are"", un drama adolescente en ocho partes donde despliega su estilo cinematográfico único.

Dos adolescentes estadounidenses alcanzan la mayoría de edad mientras viven en una base militar estadounidense en Italia. La serie explora temas como la amistad, el primer amor y sumerge al público en esa mezcla tan única de excitación y angustia que vive cualquier adolescente. Una historia que podría pasar en cualquier parte del mundo, pero que en este caso, ocurre en un trocito de América en Italia.","Varios
Español","Español
Catalán"
73,SERIE,5.4,The Dark Web,Serie completa,https://static.filmin.es/images/media/45445/1/card_0_3_550x310.png,https://www.filmin.es/serie/the-dark-web,Drama,Singapur,"Documental sobre Ciencia y Tecnología, Docuthriller, Nuevas tecnologías, Cine de Denuncia, Redes Sociales, Abusos sexuales, Abusos a menores, Pornografía, Crimen y Delincuencia, Subtítulos en inglés",2019.0, Serie completa ,"Hay un lado oscuro en Internet. Con esta inquietante serie documental producida por Vice descubrirás en profundidad cómo funcionan los sindicatos de sextorsión, mercados negros, comerciantes ilegales de animales en peligro de extinción y pornografía infantil que se esconden tras el anonimato de la llamada ""deep web"".

Algunos mercados ilegales venden drogas a través de Internet utilizando programas que ocultan su identidad. También existen grupos secretos en los que se comparten imágenes ilegales de niños en situaciones sexuales. A partir de un estudio ampliamente documentado y con un sinfín de entrevistas, la historia nos irá desgranando, capítulo a capítulo, cómo estas actividades criminales están creciendo en el mundo digital.",Varios (Original),"Español
Inglés"
74,SERIE,7.9,Todo lo que necesitas,Serie completa,https://static.filmin.es/images/media/41573/5/card_0_3_550x310.jpg,https://www.filmin.es/serie/todo-lo-que-necesitas,"DocumentalDrama, Comedia",Alemania,"LGTBI+, Parejas LGTBI+, Relaciones Sentimentales, Amor Millennial, Generación Tinder, Mini Series, Berlín, Sexo, Amistad, Grupo de amigos, Veinteañeros, Noche de fiesta, Infidelidad, Crisis de Pareja, Comedia dramática, Cine Gay",2021.0, Serie completa ,"Cuatro hombres Gays en Berlín tratan de hallar el amor y espacios seguros en la frialdad de los tiempos de Grindr. El ""Queer as Folk"" berlinés que trata de entender la complejidad de las relaciones sentimentales de nuestro tiempo. 

Vince se siente solo y desesperado. Debido a un episodio de infidelidad con Tom, no sólo ha perdido al amor de su vida, sino también a su mejor amigo. Mientras, su ""ex"" Robbie debe lidiar con el desprecio de Levo, que duerme en el sofá de Sarina. Levo trata de alejar su mente de la ruptura en una fiesta sexual cuando de repente, aparece un conocido que no esperaba.",Alemán,Español
75,SERIE,7.6,Múnich '72,Serie completa,https://static.filmin.es/images/media/42052/11/card_0_3_550x310.jpg,https://www.filmin.es/serie/munich-72,"Thriller, Documental",Israel,"Serie Documental, Series Thriller, Docuthriller, Thriller Político, Mini Series, Terrorismo, Mezcla Documental / Ficción, Conflicto Palestino-israelí, Judaísmo, Olimpiadas, Ambientadas en los años 70, Asesinato, Memoria Histórica, Subtítulos en inglés",2022.0, Serie completa ,"Una magnífica serie en clave docuthriller que explora la semilla del terrorismo moderno a través de los eventos sucedidos el 5 de septiembre de 1972, cuando la célula terrorista ""Septiembre Negro"" secuestró y asesinó a 11 miembros del equipo olímpico israelí.

La escalofriante historia del atentado terrorista en los Juegos Olímpicos de Múnich de 1972 contada como nunca antes. Entre el documental y la docuficción, entre el archivo y el simulacro, el documental trata de esclarecer los hechos recuperando informes recientemente desclasificados por el Mossad. A su vez, incluye entrevistas con atletas, personal de seguridad, políticos de alto rango y expertos en política internacional. ",Varios,"Inglés
Español"
76,SERIE,7.7,Traces,2 Temporadas,https://static.filmin.es/images/media/33181/9/card_0_3_550x310.jpg,https://www.filmin.es/serie/traces,Thriller,Reino Unido,"Estreno exclusivo, Series Thriller, Asesinos, Crimen y Delincuencia, Profesor y alumno, LGTBI+, Mujeres Guerreras, Mujer Trabajadora, Series Británicas",2019.0, 2 Temporadas ,"La protagonista de ""La infamia"" y ganadora del BAFTA, Molly Windsor, protagoniza esta serie británica que hará las delicias de los amantes de ""CSI"". Una historia retorcida e imprevisible en la línea de los mejores thrillers europeos. 
Mientras asiste a un curso forense en línea, una joven asistente de laboratorio descubre que el estudio de un caso ficticio tiene relación con su propio pasado. Con la ayuda de dos profesoras, trabajará para llevar a un asesino ante la justicia.","Español
Inglés","Español
Catalán"
77,SERIE,6.4,Sicília sense morts,1 Temporada,https://static.filmin.es/images/media/41518/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/sicilia-sense-morts,Thriller,España,"1 Atlàntida Mallorca Film Fest, Estreno exclusivo, Series Thriller, Thriller Español, Series baleares, Cine Político, Thriller Político, Corrupción, Corrupción política, Rodada en las Islas Baleares, Periodismo, Basada en hechos reales, Series Españolas",2022.0, 1 Temporada ,"Alguien definió Mallorca como ""Sicília sense morts"". Nuestro tercer Filmin Original es una serie de intriga de ocho capítulos que trata un misterio a resolver con componentes de suspense, investigación, amor, corrupción y venganza. El día 1 de noviembre se estrenarán los dos primeros capítulos y, posteriormente, llegará uno nuevo cada semana.

El presidente de las Islas Baleares recibe en su casa el cadáver de una rata. Este hecho insólito desencadena en una investigación periodística que descubrirá los mecanismos escondidos del poder, la venganza por una antigua ofensa y los deseos, virtudes, defectos y miserias de los personajes... En las arcas del Govern ya no hay dinero, ha terminado la multiplicación de panes y los peces en forma de aeropuertos, hipódromos carreteras, metros, caterings o empresas funerarias.",Catalán,Español
78,SERIE,8.4,Un viaje personal a través del cine americano con Martin Scorsese,Serie completa,https://static.filmin.es/images/media/28823/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/un-viaje-personal-a-traves-del-cine-americano-con-martin-scorsese,"ThrillerDocumental, Clásicos",Estados Unidos,"Serie Documental, Documental sobre Cine, Origenes del cine, Gente del cine, Lección de Historia, Educa y cine, Clásicos, Cómo funciona Hollywood, Romance Hollywood, Musical Clásico de Hollywood, Found Footage, Grandes Clásicos de la Historia del Cine",1995.0, Serie completa ,"En más de cuatro horas de duración, el maestro Martin Scorsese repasa la historia del cine clásico norteamericano. Desde sus inicios hasta los años 70, precisamente la época en la que empezó a trabajar en el cine  junto con Francis Ford Coppola, Steven Spielberg y la Generación de los 70, cineastas destinados a cambiar la industria para siempre y empezar una nueva edad dorada para Hollywood.

A través de cuatro tipos de directores que él mismo clasifica nos encontramos con el director que narra historias; el director ilusionista como D.W. Griffith y F. W. Murnau, que crearon nuevas técnicas de edición, entre otras innovaciones, que hicieron posible la aparición del sonido y del color más tarde; el director como contrabandista, cineastas como Douglas Sirk, Samuel Fuller o Vincente Minnelli, que solían ocultar subversivos mensajes en sus películas o el director iconoclasta, aquellos cineastas que atacaron los convencionalismos sociales como Charles Chaplin, Erich von Stroheim, Orson Welles, Elia Kazan, Nicholas Ray, Stanley Kubrick, Arthur Penn y Sam Peckinpah.",Inglés,Español
